path,extension,bytes,sha256,numbered_handoff_archives,in_numbered_handoff
release/release_summary.json,.json,2238,DEEB8E49D9F5CEFDEF16FA0A340D28A0CBE02E43D9851AF43EA259FCCB5BB694,AI-IDP-08-PROJECT-CONTROL.zip,True
release/VALIDATION_REPORT.md,.md,8701,81BF8FD480D80E9E70FCA7D787F300DD9AFF3BBD997ECE8DFC0E0623CAC97958,AI-IDP-08-PROJECT-CONTROL.zip,True
RELEASE_POLICY.md,.md,2707,F45AF5C6F6FAF1630A9AFC5D142E477DC2A4B79C0C0564C6F14FCD76544054AA,AI-IDP-10-ROOT-AND-DELIVERABLES.zip,True
REPLACE_PLACEHOLDERS.bat,.bat,4224,72D678D265AA31248EA0152D045B5F6AFB66D0FE4DA3ED53EC88A64934700B78,AI-IDP-10-ROOT-AND-DELIVERABLES.zip,True
research/contradictions/CONTRADICTION_REGISTER.md,.md,6845,FCF84EDFBB0F9280A2124E4140D586E36D682B58DE6029A9ECDE2BC512B7A669,AI-IDP-07-RESEARCH.zip,True
research/protocol/AGENTSWARM_PROCEDURE.md,.md,2273,3A04FCC84DDE9283A794654C3A0B02E307E5076805F2DD58AD96F07B6D5A64EA,AI-IDP-07-RESEARCH.zip,True
research/protocol/RESEARCH_PROTOCOL.md,.md,5021,5C2AA247C2A6E62B1E71BBAE6ED9D943BC790CB49595DED6179394B17DC376EA,AI-IDP-07-RESEARCH.zip,True
research/registers/EVIDENCE_REGISTER.csv,.csv,7375,54B75297738F4E68E13873379677A3EE61AAF7BFBC27C122AEEB5A6E74334647,AI-IDP-07-RESEARCH.zip,True
research/synthesis/CROSS_DOMAIN_SYNTHESIS.md,.md,4209,9CD4D94EC1762B216B4C1B79B15AAA127DC79E3E5D50BE6D1398AB2CFAD8B07A,AI-IDP-07-RESEARCH.zip,True
research/synthesis/INDIGENOUS_DATA_GOVERNANCE_ANALYSIS.md,.md,4491,85649E504462545C7714EBA91D66B652CF72BA41144DE1202771A0B87D67666C,AI-IDP-07-RESEARCH.zip,True
research/synthesis/PRIOR_ART_AND_NOVELTY_ANALYSIS.md,.md,3904,860524E9363C0F3F6B3FC8BB99282BDE6C7E3BF721A719A7D01CFA6AFDED7F51,AI-IDP-07-RESEARCH.zip,True
research/synthesis/STANDARDS_CROSSWALK.md,.md,1692,5AA3200C0BF6AFDC3928DAB6B3789B20C45EA5875FF36D50E48D0825CB79ADBF,AI-IDP-07-RESEARCH.zip,True
schemas/agent-instance.schema.json,.json,3269,9590AB3DC95AC3EE21B7B0F31542EE49CB67BD5DF525C3BD2D7F9C38D9AB7A84,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/agent.schema.json,.json,3012,9454D492C820F8EBF142EBF00693593F0F48315FACDD8541943FA2050C23BE03,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/authorization.schema.json,.json,3150,94554A2758E3E57FCB12214807D4B3AB9E5C43569D172A3CC7C7F7E42A3D0369,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/controller.schema.json,.json,2704,43CC6D0FA7D35A933B8FA8599C18CDFE7E436E0A7DC52609A35235F60D0CAC07,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/delegation.schema.json,.json,4443,267AD5BF7C57C821603C0211267E32F0B2A3477F14691AD9F4D4D2F964E40E03,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/deployment.schema.json,.json,2791,0BD181F46B64428B3A4F9017383872A9A70E2A2914D7E45642ECAC1954CD9851,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/event.schema.json,.json,6040,61892742E0B9A6E5C71F1294104476EF9E8240A6C4AA0EF430E9FC0C47E8E63A,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/jurisdiction.schema.json,.json,2642,1259A8A8D6B8C952644F27205D2047E5FF2C67EAE1C07495EF0792A93DA3FEB5,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/model.schema.json,.json,2851,673485D9CAE0EECF18FB82BF0B1248ED82CF48008BCE67AD05D91143128EB943,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/principal.schema.json,.json,2646,4D6C5A5F9CD141A6C18715210A182CB63D3FAEA5A36E2843B9D7A266120F247A,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/provider.schema.json,.json,2831,9DFB175FDCA0849C21771247B8B210358726C423798CB7243C2DF484CC334590,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/quality-evidence.schema.json,.json,3523,9175BEBC03E739666A39CF6B8648DB5CE0EE929F371C5A07EB1E8C5B1943E0B5,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/resource.schema.json,.json,3088,8D39726BA145BD1AE6CC11297E3DF2D9A489322B9DBD10C440E7F55B87771665,AI-IDP-03-SPECS-SCHEMAS.zip,True
schemas/task.schema.json,.json,2793,EC3578232CF709EE551EB3BF3F6442A4E39BF4C7A7E0197B0E7579A6BD04DE9B,AI-IDP-03-SPECS-SCHEMAS.zip,True
science/HYPOTHESES.md,.md,843,E472B9BEE039AA3350C4FE62AEFAD3128FD6B8077F8D790DDFFF0BF4598A8F1A,AI-IDP-07-RESEARCH.zip,True
science/RESULTS_REPORT.md,.md,2235,C416A590FF4FCECA58CD5B6E202AFFF8D5382DFF12A09C84587FE99D02557F21,AI-IDP-07-RESEARCH.zip,True
science/SCIENTIFIC_METHOD.md,.md,2579,5B8EBA0A1DDED422BAEDFC7B23E6506D9637B720A9E5465E262450F9AD1946CB,AI-IDP-07-RESEARCH.zip,True
scripts/build_government_pdfs.py,.py,25713,514A19D32002144573963D8FC128D803D375CD80A8A71251A0903E73B5D793DE,AI-IDP-02-SOURCE-CODE.zip,True
scripts/build_next_ai_handoff.py,.py,51074,208E544727F03E871A0D279D37482874E48122769C01347A0D43DCAF459BF89C,AI-IDP-02-SOURCE-CODE.zip,True
scripts/build_release_derivatives.py,.py,24667,EB20BDD22677073C07D69D061165E6BF2060668A63B735CF2D03C6CF65EBD780,AI-IDP-02-SOURCE-CODE.zip,True
scripts/rebuild_numbered_archives.py,.py,6017,50E93C2711AE1B0B92E096088043F4C03EDC87ABAE6E4A5E2425B5751A2F600B,AI-IDP-02-SOURCE-CODE.zip,True
scripts/reconcile_release_checksums.py,.py,4093,0BC12F7C26BA4D71E48440AB52E350AC545213B4A6E7315DA629FA5B3D203960,AI-IDP-02-SOURCE-CODE.zip,True
SECURITY.md,.md,3270,3DC0108C95BAE3B7505F826CFA8FCB7CF5DEB8B2DE61489F3FE7CA18781F71D1,AI-IDP-10-ROOT-AND-DELIVERABLES.zip,True
SKILL.md,.md,2642,8A4C9DE631ACC57CD24EE0A0BDB105AA92F13AE4F16ED3B2B253794AAF287513,AI-IDP-10-ROOT-AND-DELIVERABLES.zip,True
spec/ACTOR_MODEL.md,.md,8858,0C89ECFE7E39AD43E2B6D15EFF6CE2A6675850B98411CD82E9531018C54969B7,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/AI-IDP-CANADA.md,.md,12802,CB77F0D84910C602F8B1854FB8F39BD5BCF067C7244D9DE3EC5D9DCDDF3BDBB0,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/AI-IDP-CORE.md,.md,15584,C03AFF584A58D2C6B1BE7BD841916CFC4879F118A7E41E9EBB3AFD9F2FCE346C,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/APPROVAL_PROTOCOL.md,.md,3810,B4ADDCD83293AB7076D58E1CB14B2043A1EDCD56D620EA6E2DE79982185F06DF,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/AUDIT_PROTOCOL.md,.md,3938,2B2D898EFAC5DA3D6B3E23A23E0ADB87AE01262B4ACA7294076D07DAC0B9898A,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/AUTHORIZATION_PROTOCOL.md,.md,5546,4BF25B16331FCCDA1F9A556B529D0B62F4B24B0B7489D31DE533AEF1D9CAB52E,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/CERTIFICATION_PROTOCOL.md,.md,3241,5916DFB68C51A1A8A39FE41E1CA0D7388CE88EBAE6C78A1A9286856FA4C29E65,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/CONFORMANCE_LEVELS.md,.md,3665,DD91A12CFCC423A07EE6B5EAE85F2EC2DA367CD4E6F0EA66F3E5A522A512236E,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/CORRECTION_PROTOCOL.md,.md,2745,2BB78F03EDEECA9A6DF2F03C3B59D49DD709AA6949C816B52291E6D233477BFB,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/DELEGATION_PROTOCOL.md,.md,6868,52959C5439E89D59D2DBD7310490D7C73AFF587967E31C8CE4CCB66A7723A86F,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/DISCLOSURE_PROTOCOL.md,.md,3645,662E909ED30F44C6A6D7BBF3C3A2EB93CE3742BB288799C72500375575F9A75C,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/EVENT_PROTOCOL.md,.md,7168,D18A191B9F4F773104AD96A8FF102B628C11F5DB5B5473C2ADDC0BC3F9D3254C,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/EXTENSION_POLICY.md,.md,2522,D2261EA5E09418E80E32B751D28719531E441946B1DCEB94BCBFCF95FB7D03CF,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/FEDERATION_PROTOCOL.md,.md,4357,70A6E5E3AB6DA4BC9302006383E719EFF3EA1E87FA53206F43187AB1E6A70072,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/IDENTITY_LIFECYCLE.md,.md,5661,3962F20931E7626755EB372F49DD2EDBCA4C9E91388CB44973DA9985E620FDCF,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/IDENTITY_PROTOCOL.md,.md,6308,294927AD47F1E58404DA268754BA4C2C0961B87E6E60D7B7CAC11655C218BF94,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/INCIDENT_PROTOCOL.md,.md,4691,4381EC391186A16584F8937AACCF55BFD34BB4560F6BCC71FAF8A1A0083B1BCD,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/OFFLINE_PROTOCOL.md,.md,3711,5ED16B53C7C806A9A950BD254F08095979719DEA25244F8712A87C924B3B730C,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/PERMANENT_RECORD_PROTOCOL.md,.md,7278,710AD24C5E1503C6F975D7B147E23D338143B4F3D35DFE0C96C8DE79F7854DD5,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/QUALITY_EVIDENCE_PROTOCOL.md,.md,5716,E4D2B90E3317B56DD33828A268C55E642322B761A59B0B205D01ACB71ACCDC3F,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/REGISTRY_PROTOCOL.md,.md,7196,18817D684BD94BD5104792497C0F195734355F74706B96EE516026828B5E4C9A,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/RESOURCE_TRACE_PROTOCOL.md,.md,7159,8606FA1B3B8621BEF6F47557E3D0B251937734A97079899234B9A4EE496DE841,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/REVOCATION_PROTOCOL.md,.md,3694,6A52B918C2C1EED560B14055D765F122CAB79FC038B6AE3AB78DB05DD47C2419,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/TERMINOLOGY.md,.md,13324,65AD51EA492464BFB413E9E3C8AFD6DBBDC824C037CF30A151FD061122741EB1,AI-IDP-03-SPECS-SCHEMAS.zip,True
spec/VERSIONING_POLICY.md,.md,2408,DEFB6EAB80A508888268881A69D891E20D72B3B7E900943DC54F0BFA204F95A7,AI-IDP-03-SPECS-SCHEMAS.zip,True
src/aegistrace/__init__.py,.py,4613,F00215C38A656A176D81F012268B5ED2061A0A91F9E887099F5C9F15EECCF0A8,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/__init__.py,.py,435,35EE6D4B27AEAC9981EAC4E3946B81855A16311F674F7D41D97E1FAEB82990AB,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/database.py,.py,3451,BDD606A218642A2F62C6EF5FEB0763AC4A5488794D7235140F9F81EEC05215FA,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/filesystem.py,.py,3227,D942383A8F75428D31C5CCB74C278224EEA994DC0DDAFFA0D2E6746C2DF4DB45,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/git.py,.py,2981,2D0D99A0322D5DA8DDFF4C1843F7009B765A10FAC79819022581149C0BF123A7,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/github.py,.py,4793,F3932E078DAD2BBFCEFAACA399AFCAF8B72FE9A30B954234C0FE88068BCA50D7,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/github_remote.py,.py,15385,E82E2F207D77547768F658914E9C94847FF27E4A71742A5F116760D91EBA98C0,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/mcp.py,.py,1561,782B237B95AE54AD2A6EBAE49E19D8A0BFBEEC7292C6EC94767757024B3C7518,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/adapters/otel.py,.py,8095,3625C7EA36E6B4F70C4CEF1EDC5A1350856423542A5FEF0E3B470B65B7B05016,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/api/__init__.py,.py,430,67ADFFBDD9FF2F9D010A72F548A48F44C42D0B4178DF74BF9710E8D30B07FBBD,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/api/server.py,.py,5243,491FBF0BFD2A6C0EB46C564321F9C948B4EB59784BF60BFAD346629B1FBFEE69,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/authorization/__init__.py,.py,440,8C21AFA2D2F38EAEECCC2A9BAD3D46362AD362F94A7EE28DC72348116D3547C9,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/authorization/engine.py,.py,9292,8015C709CC99709FE428EB320060671532C65EBF0694BD523F732FBFF5F80BF6,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/cli/__init__.py,.py,430,384C7AE9C8B10FC3D767DB5E987FBDFB874D6F806A733AFBDDDEF21612525E88,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/cli/__main__.py,.py,1478,50EA3FDB948DE4BD91C47075913C9A960540DA2AE1FC865446B4190A47006688,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/cli/admin.py,.py,7104,ED8A16437B79BE84BC3A317162FD035B86D507E0547AF53B5714DDED929065B7,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/cli/audit.py,.py,2006,A9C28F8D7E646DCFD77D14018AC515AEE6351FD6B187574B8D174735EE575035,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/cli/reconstruct.py,.py,2908,ED5CB9DDC961F1695CACE546552FCA2ACB2C8414D6914A5A70FCDF93115C2334,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/cli/verify.py,.py,2230,FAA50E8E84F78E4876FE30B3479D1B0C72CCC39145E7A0AA0DA282B9885C641F,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/delegation/__init__.py,.py,437,D9D4D8DFC9ED04114739CCA5EB0F14CBFB426A9DC87BDD36F122753BA75258AC,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/delegation/broker.py,.py,8640,C11502D5F98679E8B48A88E0F58CC5B12F39C522BC03C0BF11A0FD98398D0773,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/events/__init__.py,.py,433,07AB37D889E53B148B7510F078ADB3E20199A94B0DC6FD51D6D82D5875B94045,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/events/collector.py,.py,4868,4B07F541C88E3F9A63F653327CC76BA83F4C0D2B509AEB3CD70310C66D6AA700,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/events/models.py,.py,6678,1773026F9C97BCFB17E44627CEEE9611EB26BBBEAAAE7CDF2BAAF852D08D2E70,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/identity/__init__.py,.py,435,BB17438E23D93DD4D06681A84174EF73AAE652D6D93F5868E6A77428AA56729D,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/identity/ids.py,.py,2863,116529DA256E80C9A2FECC6E8078E22FB8D559217E2EC6EC50069C9FC1C23758,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/identity/keys.py,.py,5105,0ABAF049990D72F7CEFA12E72BEAB4483B7B3EF7F7F09E8AC2A91E45B32BB184,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/identity/lifecycle.py,.py,5038,13BB6B202C3359B793E7EAF5036460048829E59E48DF2BBB86AAC8E800F3BF3D,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/ledger/__init__.py,.py,433,4EEE0D6842AF2D226B67305523B25C65A54A01C44342B24B8C36F7EF45F6B5B1,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/ledger/append_only.py,.py,6182,D9661390AF242E20ED506944F0ED95C600C6F0034088B588AD5890B983F0F523,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/ledger/batched.py,.py,8787,0E549FAC16CA450D7A1619034F803786D4E8E26A99D8DF76AC0A9F9521F5C81E,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/ledger/merkle.py,.py,2238,02259A270052471578DDAC0A193E624B03C359A06FC91074F93E9164F46389E1,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/manifests/__init__.py,.py,436,0B67802AA999551AA26EDF68DF237F1403530174B2009E2B075839280176CA44,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/manifests/resource.py,.py,5563,73FD38F3C98763DF7B489C0025763142D0CBBA784720B2AE457850363F8593D2,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/registry/__init__.py,.py,435,7DCE265FE48A40465EEC7AE0CC38B24CF6DEC1E36811998326DAE334738E7F06,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/registry/base.py,.py,1424,42414D4E444E5E69D3CFA2AF232300E6875612B2F18F552DF20D29EAA32E0E02,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/registry/memory.py,.py,803,D2FA31A18D783EEA10E84B8C3E3D1CB807699C5CBEF96A53A79BBA0218EFF202,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/signing/__init__.py,.py,434,23B59AEF5B49AF68E4814A5548E624E99B25BD72A25AB7170CA70F83B51FC741,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/signing/canonical.py,.py,2221,84576895E483B462C436A0CF54F731F3027007E19C4186569245F69840671110,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/signing/ed25519.py,.py,3145,C429923E6DA90F939112F48A806486091261E2AE3619087127CDDC7AEBB7E8EA,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/signing/hsm.py,.py,15804,D4AF5520A544DD92EBECA5A1ECEB5CB8CC15E54257B5A711412F51F49E8A44BF,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/signing/pqc.py,.py,16028,E0D1F792F66191364F32AA2BE99F9D011C9D7FF4B0CAEFF6025700D0D8316AD8,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/storage/__init__.py,.py,434,94762FA0C93AB1F3D4F53DE9B68C99973DFF2C104590F6E0559F27F5F9EBE16E,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/storage/postgres.py,.py,15138,70EB2671E5E75228631970310063B8ED83EB945B6E87DB39D7B9859938B50FC5,AI-IDP-02-SOURCE-CODE.zip,True
src/aegistrace/storage/sqlite.py,.py,4434,9668C902EC2FE33AA5132C18C0C7CC623A3AD48FE3C2A4062032FD95C8E56963,AI-IDP-02-SOURCE-CODE.zip,True
technical/AEGISTRACE_TECHNICAL_ARCHITECTURE.md,.md,19428,3EDC6F856D19B08A677F3D20AE41520F0B9E9741994BF43485E33136A6F97170,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
technical/AEGISTRACE_TECHNICAL_ARCHITECTURE.pdf,.pdf,2955365,1D7FD2C22EF000C72A33C4FEBEFE7F4F27B56F0545C87DC35A0DAB122749F6CF,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
technical/ARCHITECTURE_TECHNIQUE_FR.md,.md,12240,6F8A3ED62992F6A194995F250967113F083BAD3C502F1B07DC3DC88D9C901AB6,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
technical/ARCHITECTURE_TECHNIQUE_FR.pdf,.pdf,2951785,44A59CFE1B83514B05C87AA11AA4EF4E087774D5D805DEB66FC18436929AEDD7,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
tests/conformance/test_conformance.py,.py,7318,71C15E999CEE8CA6F8A2C1BC2C0C2FA9A2E7E87DF30A03C913623F3E2AEE4FA4,AI-IDP-02-SOURCE-CODE.zip,True
tests/conftest.py,.py,671,E58D7BFCD1C6FE1069C0723259CBAC612F25AFB61A78235AD5A0965FBE8513EA,AI-IDP-02-SOURCE-CODE.zip,True
tests/integration/test_lifecycle.py,.py,13789,8402E9EC5659153C631CDC3558EC11DA7E4345FB443D1F48395E75DE66EBAC42,AI-IDP-02-SOURCE-CODE.zip,True
tests/permanence/test_permanence.py,.py,7806,6650E572FCB81D5FC5FC7ADCB7D407DC56A59037900F5CD2BD568DEB260D9CF9,AI-IDP-02-SOURCE-CODE.zip,True
tests/privacy/test_redaction.py,.py,5198,DDE7373D68A9E7D71B4F38BD0E38FA7CC3AFA109C41B3975EDF6D86D5EBA4F03,AI-IDP-02-SOURCE-CODE.zip,True
tests/security/test_attacks.py,.py,10070,D1EB2A298C29E2580EA11A0B9B9FA8C519A17BF1907DDD4B68CA3CCAFC4A6C2A,AI-IDP-02-SOURCE-CODE.zip,True
tests/unit/test_authorization.py,.py,5564,AEF8ACDE5A095F6D017FCE67B2F796EB1ECD5B7AD6B88659A30387A78C168213,AI-IDP-02-SOURCE-CODE.zip,True
tests/unit/test_delegation.py,.py,3796,97D379541B2AD2F5D73FA04A579902DB1F26543DC661C86DC1D36C5ABF275FA2,AI-IDP-02-SOURCE-CODE.zip,True
tests/unit/test_identity.py,.py,6141,FB94C6B9158C9561CD519A9E8B4E20269757D8CEF80CC5EB587D31374FF8938F,AI-IDP-02-SOURCE-CODE.zip,True
tests/unit/test_ledger.py,.py,5261,1CBD271FDC2E95DC23AEFD1A5E52CC7E35FAE0ACC14EF7E1AC3C559FA5F08D09,AI-IDP-02-SOURCE-CODE.zip,True
tests/unit/test_production_hardening.py,.py,15029,93F586941F2DBF682BB4ABCC0EF4008F3C5A17BB8198590239EDAE77CA3E8625,AI-IDP-02-SOURCE-CODE.zip,True
tests/unit/test_project_metadata.py,.py,1635,65865A4F793DF4D63EDE9C666253F3C2CE355EB8DF86BE684D8A2350ED0EC8DE,AI-IDP-02-SOURCE-CODE.zip,True
tests/unit/test_signing.py,.py,3597,33A671A8C684A1D27F6DF555239A66607683D222E5CC1B0D10EAAA4801DBADFF,AI-IDP-02-SOURCE-CODE.zip,True
threat-model/THREAT_MODEL.md,.md,14311,283523960414CDF41D8449573C51432B5EE1BA72F5DBA170A3966E845662BA64,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
TRADEMARK_AND_BRAND_POLICY.md,.md,2951,3A80B172BF1351196C7B583B34AEFD4F2FF524CEEC939D1112D776EDEB6246C1,AI-IDP-10-ROOT-AND-DELIVERABLES.zip,True
university/UNIVERSITY_RESEARCH_REPORT.docx,.docx,45415,8EE8987D6C7A1ADBE9A6D44F59DC4B0DF0CD93963974A01163A18FD0CE1D9527,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
university/UNIVERSITY_RESEARCH_REPORT.md,.md,26257,F679C6149B59073F05F60D3745AAC3F9FF584988371665556EBBB0261015D938,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
university/UNIVERSITY_RESEARCH_REPORT.pdf,.pdf,2959613,EB3DB132E98FB94FA3B90A355289BE25C694073B546827E8D7D6AB138F17B875,AI-IDP-06-UNIVERSITY-TECHNICAL.zip,True
WINDOWS_QUICK_START.md,.md,3570,13AA6F3BA8B6462A91240CE54DE6952F07C66A445AF6F4BF431D4D80349E6878,AI-IDP-10-ROOT-AND-DELIVERABLES.zip,True
